id;pesid;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;id_veiculo;tipo_veiculo;marca;ano_fabricacao_veiculo;tipo_envolvido;estado_fisico;idade;sexo;ilesos;feridos_leves;feridos_graves;mortos;latitude;longitude;regional;delegacia;uop
115703;252646;04/03/2018;domingo;06:00:00;MG;365;698;MONTE ALEGRE DE MINAS;Mal Súbito;Saída de leito carroçável;Com Vítimas Feridas;Amanhecer;Decrescente;Céu Claro;Dupla;Reta;Não;206519;Caminhão;M.BENZ/L 1618;1993;Condutor;Lesões Leves;52;Masculino;0;1;0;0;-18,87865588;-48,95911217;SPRF-MG;DEL15-MG;UOP03-DEL15-MG
115751;252161;04/03/2018;domingo;11:45:00;MG;365;704;MONTE ALEGRE DE MINAS;Condutor Dormindo;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Aclive;Não;206592;Caminhão-trator;IVECO/STRALIS 740S46TZ;2011;Condutor;Ileso;43;Masculino;1;0;0;0;-18,880599;-49,009049;SPRF-MG;DEL15-MG;UOP03-DEL15-MG
116725;254545;08/03/2018;quinta-feira;14:49:00;MG;365;477,9;PATROCINIO;Fenômenos da Natureza;Colisão transversal;Com Vítimas Fatais;Pleno dia;Crescente;Chuva;Simples;Curva;Não;208552;Caminhão-trator;IVECO/EUROTECH 450E37TN1;2005;Condutor;Ileso;40;Masculino;1;0;0;0;-18,91527;-47,03984;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
116996;255047;09/03/2018;sexta-feira;16:50:00;MG;365;610;UBERLANDIA;Falta de Atenção à Condução;Colisão com objeto estático;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Reta;Sim;208983;Caminhão-trator;VW/19.320 CLC TT;2008;Condutor;Ileso;56;Masculino;1;0;0;0;-18,8974;-48,2715;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
117033;256457;09/03/2018;sexta-feira;15:30:00;MG;365;445;GUIMARANIA;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;"Declive;Reta";Não;209025;Caminhão;VW/8.150;2002;Condutor;Lesões Graves;61;Masculino;0;0;1;0;-18,80231812;-46,76055908;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
117033;256465;09/03/2018;sexta-feira;15:30:00;MG;365;445;GUIMARANIA;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;"Declive;Reta";Não;209025;Caminhão;VW/8.150;2002;Passageiro;Ileso;18;Masculino;1;0;0;0;-18,80231812;-46,76055908;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
117033;256461;09/03/2018;sexta-feira;15:30:00;MG;365;445;GUIMARANIA;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;"Declive;Reta";Não;209026;Caminhão;VW/6.90;1986;Condutor;Lesões Leves;44;Masculino;0;1;0;0;-18,80231812;-46,76055908;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
117213;255645;10/03/2018;sábado;12:55:00;MG;365;472;JOAO PINHEIRO;Falta de Atenção à Condução;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Aclive;Não;209449;Caminhão-trator;M.BENZ/AXOR 2544 S;2016;Condutor;Ileso;57;Masculino;1;0;0;0;-18;-46;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
118505;260344;15/03/2018;quinta-feira;20:30:00;MG;365;621;UBERLANDIA;Falta de Atenção à Condução;Colisão com objeto estático;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;213479;Caminhão-trator;VOLVO/FH 480 6X4T;2009;Condutor;Ileso;43;Masculino;1;0;0;0;-18,889108;-48,269288;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
119346;260335;19/03/2018;segunda-feira;03:00:00;MG;365;625;UBERLANDIA;Falta de Atenção do Pedestre;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Crescente;Céu Claro;Múltipla;Curva;Sim;213346;Caminhão;Não Informado/Não Informado;0;Condutor;Não Informado;0;Não Informado;0;0;0;0;-18,90493053;-48,28816563;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
119989;263415;21/03/2018;quarta-feira;23:35:00;MG;365;636;UBERLANDIA;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Não;214517;Caminhão;VW/24.250 CNC 6X2;2011;Condutor;Lesões Leves;32;Masculino;0;1;0;0;-18,8987;-48,3783;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
119989;263411;21/03/2018;quarta-feira;23:35:00;MG;365;636;UBERLANDIA;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Não;214518;Caminhão-trator;M.BENZ/AXOR 2640S6X4;2009;Condutor;Ileso;45;Masculino;1;0;0;0;-18,8987;-48,3783;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
120184;262094;22/03/2018;quinta-feira;17:30:00;MG;365;731,5;CANAPOLIS;Velocidade Incompatível;Colisão frontal;Com Vítimas Fatais;Pleno dia;Crescente;Chuva;Simples;Declive;Não;214868;Caminhão;M.BENZ/ATEGO 2426;2013;Condutor;Ileso;63;Masculino;1;0;0;0;-18,89647;-49,25864;SPRF-MG;DEL15-MG;UOP03-DEL15-MG
120207;263619;22/03/2018;quinta-feira;23:30:00;MG;365;651;UBERLANDIA;Condutor Dormindo;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Não;216288;Caminhão-trator;VOLVO/FH 440 6X2T;2011;Condutor;Lesões Leves;58;Masculino;0;1;0;0;-18,87160503;-48,54657702;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
120207;263621;22/03/2018;quinta-feira;23:30:00;MG;365;651;UBERLANDIA;Condutor Dormindo;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Não;216290;Caminhão-trator;VOLVO/N10 INTERCOOLER II;1986;Condutor;Ileso;44;Masculino;1;0;0;0;-18,87160503;-48,54657702;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
120321;262301;23/03/2018;sexta-feira;13:25:00;MG;365;630;UBERLANDIA;Pista Escorregadia;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Dupla;Curva;Não;215087;Caminhão;VW/8.150;2000;Passageiro;Lesões Leves;31;Masculino;0;1;0;0;-18,90368807;-48,34877014;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
120321;262295;23/03/2018;sexta-feira;13:25:00;MG;365;630;UBERLANDIA;Pista Escorregadia;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Dupla;Curva;Não;215087;Caminhão;VW/8.150;2000;Condutor;Lesões Leves;30;Masculino;0;1;0;0;-18,90368807;-48,34877014;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
121102;264198;26/03/2018;segunda-feira;11:10:00;MG;365;626;UBERLANDIA;Desobediência às normas de trânsito pelo condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;216732;Caminhão;VW/24.220 EURO3 WORKER;2010;Condutor;Ileso;47;Masculino;1;0;0;0;-18,90927281;-48,30959095;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
121493;264863;28/03/2018;quarta-feira;07:00:00;MG;365;629;UBERLANDIA;Falta de Atenção à Condução;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Curva;Sim;217188;Caminhão-trator;IVECO/STRALIS 600S44T;2013;Condutor;Lesões Leves;32;Masculino;0;1;0;0;-18,9060504;-48,331643;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
121594;267184;28/03/2018;quarta-feira;13:20:00;MG;365;458;PATROCINIO;Ultrapassagem Indevida;Colisão frontal;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;217460;Caminhão-trator;SCANIA/T113 H 4X2 360;1997;Condutor;Ileso;57;Masculino;1;0;0;0;-18,85574;-46,88096;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
128864;279926;19/04/2018;quinta-feira;10:50:00;MG;365;740,8;ITUIUTABA;Falta de Atenção à Condução;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Simples;"Reta;Em Obras";Não;227710;Caminhão-trator;SCANIA/R 440 A6X2;2013;Condutor;Ileso;57;Masculino;1;0;0;0;-18,91010726;-49,35752749;SPRF-MG;DEL15-MG;UOP03-DEL15-MG
128864;279927;19/04/2018;quinta-feira;10:50:00;MG;365;740,8;ITUIUTABA;Falta de Atenção à Condução;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Simples;"Reta;Em Obras";Não;227711;Caminhão-trator;SCANIA/G 420 A4X2;2010;Condutor;Ileso;60;Masculino;1;0;0;0;-18,91010726;-49,35752749;SPRF-MG;DEL15-MG;UOP03-DEL15-MG
129278;280306;20/04/2018;sexta-feira;18:50:00;MG;365;452;PATROCINIO;Falta de Atenção à Condução;Tombamento;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;228369;Caminhão-trator;SCANIA/G 420 A4X2;2009;Condutor;Lesões Leves;59;Masculino;0;1;0;0;-18,83055028;-46,81652069;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
129678;280083;23/04/2018;segunda-feira;01:30:00;MG;365;638,2;UBERLANDIA;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Retorno Regulamentado;Não;229003;Caminhão;M.BENZ/ATEGO 2425;2009;Condutor;Lesões Leves;45;Masculino;0;1;0;0;-18,89170537;-48,42413753;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
130164;283801;25/04/2018;quarta-feira;15:00:00;MG;365;746;ITUIUTABA;Mal Súbito;Colisão frontal;Com Vítimas Fatais;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;230019;Caminhão;VOLVO/VM 270 6X2R;2013;Condutor;Ileso;38;Masculino;1;0;0;0;-18,91652;-49,40285;SPRF-MG;DEL15-MG;UOP03-DEL15-MG
130164;283803;25/04/2018;quarta-feira;15:00:00;MG;365;746;ITUIUTABA;Mal Súbito;Colisão frontal;Com Vítimas Fatais;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;230019;Caminhão;VOLVO/VM 270 6X2R;2013;Passageiro;Lesões Leves;22;Feminino;0;1;0;0;-18,91652;-49,40285;SPRF-MG;DEL15-MG;UOP03-DEL15-MG
130257;282763;26/04/2018;quinta-feira;06:00:00;MG;365;658;MONTE ALEGRE DE MINAS;Ingestão de Álcool;Tombamento;Sem Vítimas;Amanhecer;Crescente;Vento;Dupla;"Interseção de Vias;Em Obras";Não;230503;Caminhão-trator;SCANIA/R 480 A6X4;2013;Condutor;Ileso;32;Masculino;1;0;0;0;-18,863614;-48,58410984;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
131193;283406;30/04/2018;segunda-feira;13:45:00;MG;365;580;INDIANOPOLIS;Condutor Dormindo;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;231970;Caminhão-trator;IVECO/STRALIS 600S56T;2013;Condutor;Ileso;41;Masculino;1;0;0;0;-18,91662024;-47,82011033;SPRF-MG;DEL15-MG;UOP02-DEL15-MG
132632;286665;07/05/2018;segunda-feira;14:15:00;MG;365;618,5;UBERLANDIA;Não guardar distância de segurança;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Dupla;"Reta;Aclive";Sim;234541;Caminhão;M.BENZ/ATEGO 2426;2012;Condutor;Ileso;35;Masculino;1;0;0;0;-18,891535;-48,254571;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
