id;pesid;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;id_veiculo;tipo_veiculo;marca;ano_fabricacao_veiculo;tipo_envolvido;estado_fisico;idade;sexo;ilesos;feridos_leves;feridos_graves;mortos;latitude;longitude;regional;delegacia;uop
21018;48757;19/03/2017;domingo;05:10:00;MG;365;548;ROMARIA;Falta de Atenção à Condução;Colisão transversal;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;38561;Caminhão-trator;SCANIA/R 440 A6X2;2012;Condutor;Ileso;60;Masculino;1;0;0;0;-18,932;-47,6254;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
21018;48756;19/03/2017;domingo;05:10:00;MG;365;548;ROMARIA;Falta de Atenção à Condução;Colisão transversal;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;39378;Caminhão-trator;M.BENZ/LS 1634;2011;Condutor;Ileso;61;Masculino;1;0;0;0;-18,932;-47,6254;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
22275;50214;24/03/2017;sexta-feira;04:45:00;MG;365;487;PATROCINIO;Objeto estático sobre o leito carroçável;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Aclive;Não;40625;Caminhão-trator;IVECO/EUROTECH 450E37TN1;2004;Condutor;Lesões Leves;26;Masculino;0;1;0;0;-18,897;-47,0927;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
23979;52256;30/03/2017;quinta-feira;11:00:00;MG;365;448,5;GUIMARANIA;Falta de Atenção à Condução;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Curva;Sim;42139;Caminhão;VW/13.180;2005;Condutor;Ileso;47;Masculino;1;0;0;0;-18,82649855;-46,79219306;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
24768;53999;02/04/2017;domingo;05:15:00;MG;365;750;ITUIUTABA;Ingestão de Álcool;Engavetamento;Com Vítimas Feridas;Amanhecer;Decrescente;Céu Claro;Simples;"Aclive;Reta";Não;43496;Caminhão-trator;SCANIA/T142 H 4X2;1989;Condutor;Lesões Leves;43;Masculino;0;1;0;0;-18,91566485;-49,37684275;SPRF-MG;DEL15-MG;UOP03-DEL15-MG
24768;54000;02/04/2017;domingo;05:15:00;MG;365;750;ITUIUTABA;Ingestão de Álcool;Engavetamento;Com Vítimas Feridas;Amanhecer;Decrescente;Céu Claro;Simples;"Aclive;Reta";Não;43496;Caminhão-trator;SCANIA/T142 H 4X2;1989;Passageiro;Lesões Graves;39;Feminino;0;0;1;0;-18,91566485;-49,37684275;SPRF-MG;DEL15-MG;UOP03-DEL15-MG
24768;53994;02/04/2017;domingo;05:15:00;MG;365;750;ITUIUTABA;Ingestão de Álcool;Engavetamento;Com Vítimas Feridas;Amanhecer;Decrescente;Céu Claro;Simples;"Aclive;Reta";Não;43495;Caminhão;M.BENZ/L 1113;1974;Passageiro;Lesões Graves;33;Masculino;0;0;1;0;-18,91566485;-49,37684275;SPRF-MG;DEL15-MG;UOP03-DEL15-MG
24768;53990;02/04/2017;domingo;05:15:00;MG;365;750;ITUIUTABA;Ingestão de Álcool;Engavetamento;Com Vítimas Feridas;Amanhecer;Decrescente;Céu Claro;Simples;"Aclive;Reta";Não;43495;Caminhão;M.BENZ/L 1113;1974;Condutor;Lesões Graves;47;Masculino;0;0;1;0;-18,91566485;-49,37684275;SPRF-MG;DEL15-MG;UOP03-DEL15-MG
25077;54351;03/04/2017;segunda-feira;09:00:00;MG;365;700,3;MONTE ALEGRE DE MINAS;Não guardar distância de segurança;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;44005;Caminhão;VW/24.280 CRM 6X2;2012;Condutor;Lesões Leves;30;Masculino;0;1;0;0;-18,87894013;-48,971681;SPRF-MG;DEL15-MG;UOP03-DEL15-MG
25077;54352;03/04/2017;segunda-feira;09:00:00;MG;365;700,3;MONTE ALEGRE DE MINAS;Não guardar distância de segurança;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;44010;Caminhão-trator;SCANIA/G 420 A4X2;2010;Condutor;Ileso;48;Masculino;1;0;0;0;-18,87894013;-48,971681;SPRF-MG;DEL15-MG;UOP03-DEL15-MG
27717;58745;10/04/2017;segunda-feira;15:20:00;MG;365;527;MONTE CARMELO;Ingestão de Álcool;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Sol;Simples;Reta;Não;47895;Caminhão;M.BENZ/L 1313;1980;Condutor;Ileso;49;Masculino;1;0;0;0;-18,91177359;-47,44986999;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
27717;58746;10/04/2017;segunda-feira;15:20:00;MG;365;527;MONTE CARMELO;Ingestão de Álcool;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Sol;Simples;Reta;Não;47896;Caminhão-trator;M.BENZ/AXOR 2644S6X4;2010;Condutor;Ileso;38;Masculino;1;0;0;0;-18,91177359;-47,44986999;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
27886;59283;11/04/2017;terça-feira;08:00:00;MG;365;686,5;MONTE ALEGRE DE MINAS;Defeito Mecânico no Veículo;Colisão com objeto estático;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Dupla;Curva;Não;48323;Caminhão;M.BENZ/L 1313;1982;Condutor;Ileso;40;Masculino;1;0;0;0;-18,85302598;-48,85192037;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
28060;59647;12/04/2017;quarta-feira;09:00:00;MG;365;623;UBERLANDIA;Falta de Atenção à Condução;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Dupla;Curva;Sim;48601;Caminhão-trator;SCANIA/R 440 A6X4;2013;Condutor;Ileso;39;Masculino;1;0;0;0;-18,8887;-48,2692;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
28209;62608;12/04/2017;quarta-feira;18:00:00;MG;365;693;MONTE ALEGRE DE MINAS;Sinalização da via insuficiente ou inadequada;Colisão transversal;Sem Vítimas;Pleno dia;Crescente;Chuva;Simples;Reta;Sim;49060;Caminhão-trator;SCANIA/R124 GA4X2NZ 420;2000;Condutor;Ileso;62;Masculino;1;0;0;0;-18,8764;-48,9042;SPRF-MG;DEL15-MG;UOP03-DEL15-MG
